TIME,band1,band2,band3,band4,band5
32.0,11240.001,13850.001,3050.0002,2330.0002,750.00006
32.099999994039536,9740.001,10740.001,2670.0002,1770.0001,600.00006
32.19999998807907,7430.0005,8070.0005,1560.0001,1160.0001,310.00003
32.30000001192093,7700.0005,7930.0005,1960.0001,920.00006,360.00003
32.400000005960464,9230.001,8720.001,1890.0001,1380.0001,370.00003
32.5,9680.001,10610.001,1880.0001,1100.0001,530.00006
32.599999994039536,8830.001,9280.001,1840.0001,1350.0001,360.00003
32.69999998807907,9810.001,11300.001,2320.0002,1720.0001,610.00006
32.80000001192093,8160.0005,8370.001,1640.0001,1190.0001,400.00003
32.900000005960464,7950.0005,8180.0005,1740.0001,1340.0001,360.00003
33.0,8050.0005,8150.0005,2040.0001,1470.0001,430.00003
33.099999994039536,8500.001,10810.001,2580.0002,1640.0001,570.00006
33.19999998807907,7470.0005,7830.0005,2070.0002,1300.0001,500.00003
33.30000001192093,5890.0005,5440.0005,1320.0001,820.00006,300.00003
33.400000005960464,7350.0005,6920.0005,1640.0001,1100.0001,350.00003
33.5,7480.0005,9300.001,2110.0002,1560.0001,460.00003
33.599999994039536,8040.0005,9100.001,2250.0002,1420.0001,480.00003
33.69999998807907,7240.0005,8220.001,1780.0001,1330.0001,450.00003
33.80000001192093,5960.0005,5930.0005,1440.0001,890.00006,260.00003
33.900000005960464,5440.0005,5630.0005,1010.00006,750.00006,250.00002
34.0,6340.0005,6560.0005,1540.0001,880.00006,350.00003
34.099999994039536,8050.0005,9410.001,2150.0002,1340.0001,530.00006
34.19999998807907,8090.0005,8660.001,2320.0002,1390.0001,430.00003
34.30000001192093,7680.0005,8940.001,1830.0001,1260.0001,460.00003
34.400000005960464,7750.0005,8260.001,1840.0001,1160.0001,500.00003
34.5,8270.001,8580.001,1770.0001,1170.0001,380.00003
34.599999994039536,10190.001,10870.001,2500.0002,1800.0001,540.00006
34.69999998807907,9900.001,12100.001,2900.0002,1790.0001,610.00006
34.80000001192093,9720.001,9900.001,2340.0002,1370.0001,530.00006
34.900000005960464,7450.0005,8430.001,2080.0002,1220.0001,490.00003
35.0,7960.0005,8580.001,2040.0001,1230.0001,440.00003
35.099999994039536,7680.0005,8250.001,1840.0001,1280.0001,510.00003
35.19999998807907,6500.0005,6300.0005,1370.0001,1140.0001,370.00003
35.30000001192093,7000.0005,7540.0005,1780.0001,1110.0001,410.00003
35.400000005960464,5770.0005,6270.0005,1230.0001,910.00006,310.00003
35.5,6180.0005,6110.0005,1220.0001,780.00006,230.00002
35.599999994039536,6410.0005,6670.0005,1350.0001,920.00006,230.00002
35.69999998807907,7510.0005,8030.0005,1970.0001,1270.0001,370.00003
