TIME,PI
44295.267166405916,119
44295.2671713531,181
44295.26728413999,56
44295.26732209325,107
44295.26734352112,245
44295.267366826534,39
44295.26740370691,82
44295.26743915677,666
44295.26757726073,96
44295.26757906377,59
44295.267620414495,128
44295.26768773794,648
44295.267729744315,56
44295.26773418486,202
44295.267761603,110
44295.267815992236,134
44295.2678232044,792
44295.26785317063,131
44295.26785375178,129
44295.267934307456,74
44295.26795376837,63
44295.26806153357,88
44295.26814895868,376
44295.26817713678,119
44295.26828569174,171
44295.26828956604,36
44295.26830635965,210
44295.26837232709,57
44295.268433362246,128
44295.26845912635,48
44295.26848460734,393
44295.268497660756,129
44295.26854945719,97
44295.268556177616,117
44295.26865363121,71
44295.26867610216,308
44295.26873587072,216
44295.2687664628,183
44295.26878400147,148
44295.26881195605,377
44295.2689268738,72
44295.26901726425,213
44295.26905584335,74
44295.269203841686,91
44295.26923133433,121
44295.269269004464,478
44295.26928502321,139
44295.26932236552,394
44295.269410938025,375
44295.26941366494,144
44295.26942571998,166
44295.269439294934,153
44295.26947531104,45
44295.26948539913,48
44295.26949754357,79
44295.26950624585,104
44295.26957586408,84
44295.269596502185,159
44295.26964752376,124
44295.26984715462,69
44295.26986308396,57
44295.26987576485,217
44295.269912958145,59
44295.2699752897,197
44295.27002684772,207
44295.2700407356,51
44295.27012184262,315
44295.27015852928,121
44295.27015937865,101
44295.27025035024,194
44295.27026538551,65
44295.27035552263,78
44295.270469650626,128
44295.2705488801,91
44295.27061505616,78
44295.27062918246,307
44295.27065733075,128
44295.27075010538,38
44295.27075184882,54
44295.27075430751,128
44295.27077819407,277
44295.270787894726,100
44295.27088859677,168
44295.270905300975,68
44295.27092204988,143
44295.27094580233,143
44295.270967930555,154
44295.270986393094,504
44295.2710236907,81
44295.271070986986,72
44295.27107268572,67
44295.27116584778,83
44295.2712430954,91
44295.27137283981,516
44295.27138906717,117
44295.271396294236,214
44295.271431967616,110
44295.27150082588,312
44295.27153240144,394
44295.271678715944,46
44295.271710410714,235
44295.271724939346,94
44295.2718565017,207
44295.27190411091,92
44295.27208685875,241
44295.27222593129,126
44295.272230416536,229
44295.272309064865,144
44295.272346779704,51
44295.27235412598,165
44295.272363469005,80
44295.272375911474,128
44295.272392347455,535
44295.2725084126,372
44295.27253444493,118
44295.272553145885,80
44295.27257737517,113
44295.27264845371,79
44295.2726893425,74
44295.27270101011,164
44295.27270388603,139
44295.27277465165,53
44295.27277880907,37
44295.272828534245,123
44295.27285447717,56
44295.272854700685,52
44295.27288979292,51
44295.27292649448,228
44295.2729267925,104
44295.272989049554,105
44295.27307398617,74
44295.27310624719,138
44295.27317498624,44
44295.273198485374,137
44295.27324041724,299
44295.273450404406,72
44295.27353094518,194
44295.27354414761,79
44295.273547783494,32
44295.27364067733,290
44295.273667529225,65
44295.27367082238,94
44295.27370069921,134
44295.27376164496,54
44295.27377444506,101
44295.2737916857,39
44295.27387674153,56
44295.273882851005,58
44295.27393434942,117
44295.27395172417,145
44295.27395440638,73
44295.27397236228,38
44295.27397824824,77
44295.27407376468,245
44295.27409093082,105
44295.274100899696,147
44295.27422207594,517
44295.27438098192,238
44295.27439318597,215
44295.274479299784,128
44295.27450481057,50
44295.27452214062,70
44295.27454435825,254
44295.274565175176,450
44295.274664238095,100
44295.27470035851,396
44295.27483035624,127
44295.27486309409,181
44295.27508674562,77
44295.27514362335,52
44295.27514719963,66
44295.275258511305,152
44295.27526371181,66
44295.27530938387,102
44295.27538822591,150
44295.27553217113,159
44295.27561284602,110
44295.27562226355,235
44295.27573373914,76
44295.27573594451,149
44295.27573822439,81
44295.27573989332,53
44295.27576190233,240
44295.27578482032,110
44295.27587656677,28
44295.27595208585,84
44295.275963023305,186
44295.27597929537,50
44295.27599559724,89
44295.27599836886,257
44295.27601142228,306
44295.27602507174,225
44295.27605743706,130
44295.27608050406,237
44295.276128709316,169
44295.27617518604,119
44295.27618083358,50
44295.27620227635,127
44295.2762607038,170
44295.27635356784,126
44295.27635966241,148
44295.276482731104,80
44295.27651412785,190
44295.27653503418,58
44295.27658610046,71
44295.276604771614,68
44295.27665360272,37
44295.276708602905,88
44295.276740178466,35
44295.27678538859,193
44295.27689304948,103
44295.27690553665,73
44295.27691307664,137
44295.277077779174,77
44295.27708034217,374
44295.277128100395,243
44295.27719633281,98
44295.27720832825,70
44295.27722555399,215
44295.277297750115,95
44295.277324691415,189
44295.27737683058,124
44295.277387306094,175
44295.27739278972,52
44295.277421340346,169
44295.277443259954,93
44295.27746735513,61
44295.27748398483,135
44295.27754341066,98
44295.277561724186,68
44295.277574047446,205
44295.27758049965,190
44295.27761244774,759
44295.27762000263,78
44295.27765695751,370
44295.277676567435,57
44295.277712479234,89
44295.27771361172,118
44295.27772690356,89
44295.277753442526,242
44295.27779224515,105
44295.277801916,69
44295.27786009014,193
44295.27791492641,107
44295.277953878045,257
44295.277954772115,209
44295.27798092365,166
44295.278035759926,106
44295.27805745602,156
44295.27806890011,204
44295.27808240056,146
44295.27814601362,62
44295.27817513049,73
44295.27827809751,194
44295.27834409475,71
44295.27836275101,169
44295.278436899185,144
44295.27847224474,69
44295.278486430645,149
44295.27851384878,42
44295.27856218815,103
44295.27859732509,79
44295.27867141366,196
44295.278706625104,130
44295.27875342965,205
44295.27881282568,69
44295.278813034296,132
44295.27889665961,135
44295.27894333005,90
44295.27896615863,91
44295.27901285887,135
44295.279031053185,88
44295.27926902473,55
44295.27943764627,49
44295.279528424144,62
44295.279549598694,156
44295.27963414788,60
44295.27973738313,152
44295.27981121838,74
44295.27981363237,84
44295.27983909845,449
44295.27986356616,74
44295.27994032204,210
44295.27996754646,69
44295.28006930649,78
44295.280073970556,53
44295.2801476866,225
44295.28017003834,81
44295.280177369714,49
44295.28018169105,400
44295.28020118177,86
44295.280253216624,95
44295.280342534184,181
44295.28034453094,75
44295.2803632915,44
44295.28037750721,51
44295.28040198982,81
44295.280415177345,134
44295.280435204506,64
44295.28050324321,125
44295.280589446425,114
44295.280628725886,103
44295.28075045347,208
44295.28078611195,301
44295.28079505265,485
44295.28084923327,210
44295.28096860647,61
44295.28102949262,166
44295.28104250133,222
44295.28110280633,162
44295.28114129603,169
44295.28123664856,98
44295.28127400577,322
44295.28127555549,159
44295.281275734305,74
44295.281306639314,200
44295.281369790435,175
44295.28141967952,94
44295.28144480288,131
44295.28145888448,63
44295.281622737646,423
44295.281625807285,54
44295.281739249825,265
44295.28177036345,35
44295.28178219497,81
44295.28186844289,59
44295.28187917173,53
44295.282121643424,112
44295.282228946686,51
44295.282295167446,180
44295.28234282136,45
44295.28237643838,124
44295.2824113667,138
44295.282462373376,69
44295.282506749034,86
44295.28250990808,96
44295.28253418207,133
44295.28253880143,34
44295.28262335062,137
44295.28262719512,150
44295.28263165057,414
44295.282654717565,44
44295.28269636631,139
44295.282763168216,103
44295.28281240165,72
44295.282851949334,83
44295.282874166965,134
44295.28288277984,63
44295.28292757273,75
44295.28296910226,156
44295.2830953449,349
44295.283140942454,60
44295.28318051994,250
44295.28324568272,214
44295.28335933387,48
44295.28348770738,33
44295.28352929652,77
44295.28354629874,224
44295.283549159765,63
44295.283569425344,637
44295.283699169755,38
44295.28380292654,145
44295.28382898867,77
44295.28387720883,233
44295.28393107653,38
44295.28394971788,187
44295.28396239877,98
44295.28397348523,43
44295.283993557096,79
44295.28400616348,75
44295.284048736095,386
44295.28423310816,118
44295.28429208696,127
44295.28429453075,40
44295.28429719806,83
44295.28430071473,87
44295.28431479633,186
44295.28435267508,31
44295.28435713053,206
44295.284362629056,106
44295.28441488743,78
44295.28454358876,74
44295.284561410546,65
44295.284622475505,192
44295.28468975425,49
44295.284694209695,153
44295.28480692208,239
44295.28483311832,113
44295.28484620154,173
44295.28486272693,156
44295.2848931998,109
44295.28506587446,92
44295.28509648144,107
44295.285189554095,100
44295.28519670665,88
44295.28520897031,94
44295.285226508975,57
44295.285233303905,58
44295.285332754254,74
44295.285349965096,458
44295.28536184132,96
44295.28537714481,172
44295.285382553935,154
44295.28539596498,268
44295.28540596366,48
44295.28544919193,51
44295.28545485437,499
44295.28548416495,97
44295.28549550474,133
44295.28556410968,187
44295.28557896614,81
44295.285636112094,162
44295.285737514496,61
44295.28575886786,124
44295.28577879071,386
44295.285837084055,38
44295.285854026675,109
44295.2858568877,91
44295.28586192429,100
44295.28598347306,159
44295.285999044776,86
44295.28600631654,117
44295.286092340946,217
44295.28611883521,237
44295.286152109504,94
44295.286170870066,109
44295.286200001836,160
44295.28620557487,69
44295.28626281023,704
44295.28626406193,162
44295.28632001579,97
44295.286363348365,78
44295.28638909757,173
44295.286412879825,205
44295.286464586854,43
44295.28649884462,79
44295.28655973077,82
44295.2865742743,90
44295.28662779927,90
44295.28667779267,126
44295.28667880595,196
44295.28670684993,126
44295.28679178655,143
44295.286864578724,136
44295.28701630235,44
44295.287065044045,110
44295.28720262647,87
44295.287212088704,103
44295.28735342622,156
44295.28736370802,65
44295.28742168844,88
44295.28742289543,91
44295.287559092045,271
44295.28759461641,96
44295.28762161732,93
44295.28765760362,64
44295.287675872445,56
44295.28769247234,138
44295.287739515305,211
44295.287888258696,246
44295.2879344672,72
44295.28796121478,76
44295.28798598051,91
44295.28800664842,52
44295.288016080856,41
44295.288025170565,59
44295.288029417396,260
44295.2881206274,242
44295.28818550706,142
44295.28819319606,116
44295.288211777806,94
44295.28822699189,203
44295.2882938236,420
44295.288304299116,109
44295.288329422474,155
44295.288412973285,79
44295.28842878342,112
44295.28848782182,321
44295.28850015998,134
44295.28862442076,128
44295.288649752736,124
44295.28874595463,96
44295.28875006735,422
44295.288752898574,569
44295.28876157105,35
44295.28879831731,87
44295.288825407624,128
44295.288838520646,54
44295.28886158764,363
44295.28886555135,39
44295.28889790177,100
44295.288929358125,125
44295.288934126496,224
44295.28896176815,61
44295.288979128,312
44295.289072692394,288
44295.289075404406,125
44295.28912396729,68
44295.289158567786,253
44295.28920656443,100
44295.28922609985,50
44295.28923127055,101
44295.28927640617,46
44295.289277523756,222
44295.28928793967,105
44295.28933374584,471
44295.28936648369,201
44295.28942324221,119
44295.28942619264,215
44295.28948672116,583
44295.2895090431,91
44295.289684802294,355
44295.28969781101,79
44295.28973042965,45
44295.289772585034,71
44295.28983087838,132
44295.28983643651,203
44295.28994835913,48
44295.28996287286,152
44295.289964064956,42
44295.28998012841,99
44295.29000766575,58
44295.29005163908,109
44295.29006867111,84
44295.29012751579,162
44295.290157958865,280
44295.290185809135,146
44295.290241882205,110
44295.29033240676,82
44295.29039809108,89
44295.29045596719,116
44295.290476202965,117
44295.2904818058,76
44295.29050068557,74
44295.290518417954,176
44295.29052974284,89
44295.29058012366,212
44295.29058608413,40
44295.29061101377,114
44295.290649190545,227
44295.29070831835,173
44295.29073780775,103
44295.29076129198,53
44295.29077541828,296
44295.29078558087,94
44295.29079400003,43
44295.290836289525,60
44295.29085741937,119
44295.29090462625,45
44295.291069731116,260
44295.29110406339,179
44295.29126444459,122
44295.291267976165,119
44295.291303023696,201
44295.2913582474,106
44295.29143704474,438
44295.29145786166,187
44295.29154072702,73
44295.29158899188,128
44295.29160453379,76
44295.29162731767,59
44295.291672587395,59
44295.29167330265,225
44295.29170884192,140
44295.29179596901,101
44295.29185080528,187
44295.29186117649,53
44295.2918651253,55
44295.291895747185,365
44295.292261853814,176
44295.29229551554,172
44295.292356446385,375
44295.292393893,352
44295.29246044159,409
44295.292463988066,163
44295.29252104461,512
44295.292551621795,112
44295.292554691434,92
44295.29255762696,145
44295.29264679551,160
44295.292695343494,82
44295.29280655086,105
44295.29285418987,73
44295.29289123416,185
44295.29308153689,88
44295.293095082045,125
44295.293159008026,129
44295.29316172004,67
44295.29316738248,276
44295.29319925606,159
44295.2932086736,284
44295.29325868189,119
44295.29326710105,144
44295.293314009905,106
44295.293344676495,64
44295.29344792664,336
44295.29346366227,108
44295.293539613485,148
44295.29354074597,320
44295.29357174039,85
44295.29363228381,73
44295.293720662594,369
44295.29376831651,91
44295.29391282797,86
44295.29393298924,52
44295.29395312071,168
44295.29399129748,48
44295.29401424527,60
44295.29409888387,151
44295.29411511123,138
44295.294184580445,141
44295.29419153929,148
44295.29423107207,83
44295.294307395816,383
44295.29437792301,65
44295.29438024759,36
44295.29443863034,98
44295.294479355216,180
44295.29449608922,283
44295.29457753897,614
44295.29461602867,57
44295.2946819514,46
44295.29469257593,78
44295.29478903115,134
44295.29487876594,301
44295.29487903416,97
44295.29501338303,189
44295.29501514137,145
44295.29511550069,93
44295.29513819516,135
44295.29518151283,143
44295.29522186518,336
44295.2952889204,105
44295.29534943402,75
44295.29541133344,72
44295.29542541504,105
44295.295437946916,182
44295.29555904865,85
44295.295642748475,77
44295.295670345426,192
44295.29567682743,77
44295.295734629035,101
44295.295757353306,373
44295.29581712186,148
44295.29584775865,217
44295.295865386724,57
44295.29589767754,170
44295.295914158225,88
44295.29598531127,84
44295.2959960103,58
44295.29600158334,169
44295.29602660239,96
44295.29602661729,47
44295.29614597559,47
44295.29615673423,126
44295.296160921454,159
44295.29622080922,158
44295.29622848332,42
44295.29625441134,115
44295.2962564677,51
44295.29634144902,100
44295.29640483856,71
44295.29644240439,57
44295.29658904672,156
44295.29673883319,118
44295.296764448285,113
44295.2969738245,116
44295.2969866395,153
44295.29708459973,60
44295.29711200297,60
44295.29714153707,154
44295.29715298116,54
44295.2971868515,112
44295.29721930623,134
44295.29722708464,137
44295.29723222554,135
44295.29723997414,107
44295.29740206897,80
44295.29741616547,59
44295.29743412137,74
44295.297459319234,84
44295.297484233975,78
44295.29761093855,86
44295.29777033627,83
44295.29779523611,54
44295.297819420695,299
44295.29790660739,200
44295.297942087054,168
44295.298044770956,40
44295.29807987809,52
44295.29813323915,121
44295.2981672138,393
44295.29817298055,68
44295.29818060994,193
44295.29818558693,272
44295.29820021987,84
44295.29825736582,51
44295.298288181424,197
44295.29833161831,219
44295.29833728075,91
44295.29840193689,72
44295.29840601981,101
44295.298453465104,39
44295.29851049185,32
44295.298555225134,103
44295.29856082797,56
44295.29856432974,46
44295.29858478904,31
44295.29859894514,536
44295.29863615334,122
44295.29863843322,81
44295.29866436124,68
44295.29868264496,137
44295.29869398475,112
44295.29870779812,214
44295.2987344414,155
44295.29873974621,88
44295.29896597564,497
44295.29899172485,329
44295.299020543694,109
44295.29902511835,95
44295.29907010496,226
44295.29907245934,211
44295.29907417297,91
44295.29908192158,109
44295.29912298918,135
44295.29921732843,159
44295.299279391766,147
44295.29940223694,156
44295.2994158566,199
44295.29946628213,178
44295.29949398339,61
44295.29963067174,151
44295.29970090091,73
44295.299703627825,191
44295.2997712791,80
44295.29980669916,215
44295.29980807006,63
44295.29984369874,117
44295.299938082695,129
44295.2999868989,314
44295.300003260374,65
44295.300010323524,117
44295.300044968724,303
44295.30010278523,166
44295.30011335015,184
44295.300199866295,95
44295.300205647945,85
44295.30020953715,162
44295.30022956431,473
44295.30026717484,167
44295.30033713579,152
44295.30034945905,419
44295.30036306381,138
44295.300375416875,131
44295.30043902993,55
44295.300445497036,128
44295.30047427118,48
44295.300477311015,130
44295.3005040884,101
44295.30056294799,100
44295.300606161356,64
44295.30064633489,222
44295.30066214502,77
44295.30068342388,51
44295.30072285235,245
44295.30074313283,145
44295.300795167685,120
44295.30090241134,52
44295.300936073065,202
44295.3009788543,192
44295.30098289251,107
44295.30100557208,35
44295.301032066345,141
44295.301094040275,142
44295.3010956645,73
44295.30114413798,56
44295.301150500774,135
44295.30116981268,107
44295.30118729174,138
44295.30122460425,146
44295.30127248168,117
44295.301307573915,151
44295.30133408308,54
44295.301374554634,90
44295.301557317376,542
44295.3016089201,147
44295.30162850022,120
44295.301641345024,78
44295.30167876184,87
44295.301717981696,61
44295.30175188184,165
44295.301766738296,133
44295.30182105303,73
44295.30183623731,149
44295.30184714496,129
44295.30185569823,139
44295.30189293623,535
44295.30192176998,82
44295.301955491304,117
44295.30199427903,136
44295.302006185055,118
44295.302017986774,43
44295.30205638707,29
44295.302059054375,143
44295.30208316445,65
44295.30219998956,378
44295.30220681429,59
44295.30222944915,137
44295.30223172903,66
44295.302264392376,48
44295.30226702988,176
44295.30230805278,116
44295.3023082912,48
44295.30230842531,31
44295.30230842531,223
44295.30235487223,133
44295.302414789796,94
44295.302533879876,190
44295.30258846283,122
44295.302695289254,105
44295.30271679163,102
44295.30271959305,432
44295.302824646235,72
44295.302853271365,531
44295.30285744369,51
44295.30294395983,186
44295.303059607744,137
44295.303064107895,116
44295.30306480825,92
44295.3032373786,106
44295.30334696174,72
44295.303358480334,249
44295.30337399244,91
44295.30343697965,67
44295.30356608331,80
44295.30357757211,79
44295.30358107388,56
44295.30361993611,72
44295.30362075567,98
44295.30365407467,284
44295.30381536484,162
44295.303856253624,67
44295.30385647714,92
44295.303921580315,49
44295.303927883506,58
44295.303961098194,74
44295.30409196019,112
44295.30412726104,82
44295.304149508476,53
44295.30415561795,244
44295.30419614911,67
44295.304197102785,171
44295.304215446115,125
44295.30424594879,127
44295.30426385999,370
44295.304268702865,100
44295.304338008165,192
44295.30434553325,134
44295.30438362062,173
44295.30452312529,140
44295.30457660556,80
44295.304583862424,45
44295.3046053499,115
44295.304639697075,166
44295.30467425287,110
44295.304686650634,214
44295.30470275879,43
44295.30475619435,126
44295.304786384106,119
44295.304788812995,145
44295.30482253432,191
44295.304857715964,89
44295.30486087501,215
44295.30491927266,158
44295.30499474704,106
44295.305061638355,143
44295.30509220064,74
44295.30512496829,93
44295.30516624451,129
44295.305176883936,75
44295.30520799756,78
44295.305254504085,149
44295.30526897311,377
44295.30539931357,159
44295.30541141331,110
44295.305453807116,99
44295.30546364188,73
44295.305481404066,176
44295.30554050207,177
44295.30555579066,55
44295.305610731244,100
44295.30562610924,52
44295.305683627725,86
44295.30570113659,82
44295.305716216564,58
